Id,Label,timeset,v_nameauthor
n1712,Brendan Avent,,Brendan Avent
n1713,Mehdi Bennis,,Mehdi Bennis
n1714,Arjun Nitin Bhagoji,,Arjun Nitin Bhagoji
n1715,Keith Bonawitz,,Keith Bonawitz
n1716,Zachary Charles,,Zachary Charles
n1717,Graham Cormode,,Graham Cormode
n1718,Rachel Cummings,,Rachel Cummings
n1719,Rafael G. L. D'Oliveira,,Rafael G. L. D'Oliveira
n1720,Salim El Rouayheb,,Salim El Rouayheb
n1721,"David Evans  ",,"David Evans  "
n1722,Josh Gardner,,Josh Gardner
n1723,Zachary Garrett,,Zachary Garrett
n1724,Badih Ghazi,,Badih Ghazi
n1725,Phillip B. Gibbons,,Phillip B. Gibbons
n1726,Marco Gruteser,,Marco Gruteser
n1727,Zaid Harchaoui,,Zaid Harchaoui
n1728,Chaoyang He,,Chaoyang He
n1729,Lie He,,Lie He
n1730,Zhouyuan Huo,,Zhouyuan Huo
n1731,Ben Hutchinson,,Ben Hutchinson
n1732,Justin Hsu,,Justin Hsu
n1733,Martin Jaggi,,Martin Jaggi
n1734,Tara Javidi,,Tara Javidi
n1735,Gauri Joshi,,Gauri Joshi
n1736,Mikhail Khodak,,Mikhail Khodak
n1737,Jakub Konecny,,Jakub Konecny
n1738,Aleksandra Korolova,,Aleksandra Korolova
n1739,Farinaz Koushanfar,,Farinaz Koushanfar
n1740,Sanmi Koyejo,,Sanmi Koyejo
n1741,Tancrede Lepoint,,Tancrede Lepoint
n1742,Yang Liu 0165,,Yang Liu 0165
n1743,Prateek Mittal,,Prateek Mittal
n1744,Mehryar Mohri,,Mehryar Mohri
n1745,Richard Nock,,Richard Nock
n1746,Ayfer ozgur,,Ayfer ozgur
n1747,Rasmus Pagh,,Rasmus Pagh
n1748,"Mariana Raykova  ",,"Mariana Raykova  "
n1749,Hang Qi,,Hang Qi
n1750,Daniel Ramage,,Daniel Ramage
n1751,Ramesh Raskar,,Ramesh Raskar
n1752,Dawn Song,,Dawn Song
n1753,Weikang Song,,Weikang Song
n1754,Sebastian U. Stich,,Sebastian U. Stich
n1755,Ziteng Sun,,Ziteng Sun
n1756,Ananda Theertha Suresh,,Ananda Theertha Suresh
n1757,Florian Tramer,,Florian Tramer
n1758,Praneeth Vepakomma,,Praneeth Vepakomma
n1759,Jianyu Wang,,Jianyu Wang
n1760,"Li Xiong  ",,"Li Xiong  "
n1761,Zheng Xu,,Zheng Xu
n1762,Qiang Yang,,Qiang Yang
n1763,Felix X. Yu,,Felix X. Yu
n1764,Han Yu,,Han Yu
n1765,Sen Zhao,,Sen Zhao
n1766,"Wenjie Zheng  ",,"Wenjie Zheng  "
n1767,Patrick Gallinari,,Patrick Gallinari
n1768,Meli ba Ailem,,Meli ba Ailem
n1769,Bowen Zhang 0002,,Bowen Zhang 0002
n1770,Pierre Dellenbach,,Pierre Dellenbach
n1771,Jose Francisco Bernabeu,,Jose Francisco Bernabeu
n1772,Amaury Habrard,,Amaury Habrard
n1773,Marc Sebban,,Marc Sebban
n1774,Igor Colin,,Igor Colin
n1775,Joseph Salmon,,Joseph Salmon
n1776,Wenjie Zheng,,Wenjie Zheng
n1777,Marc Bernard,,Marc Bernard
n1778,Thierry Murgue,,Thierry Murgue
n1779,Emilie Morvant,,Emilie Morvant
n1780,Brooks Paige,,Brooks Paige
n1781,Daphne Ezer,,Daphne Ezer
n1782,Jose F. Bernabeu,,Jose F. Bernabeu
n1783,Andre Bittar,,Andre Bittar
n1784,Pascal Amsili,,Pascal Amsili
n1785,Laurence Danlos,,Laurence Danlos
n1786,Bo Li,,Bo Li
n1787,Mathieu Dehouck,,Mathieu Dehouck
n1788,Onkar Arun Pandit,,Onkar Arun Pandit
n1789,Liva Ralaivola,,Liva Ralaivola
n1790,Jason Baldridge,,Jason Baldridge
n1791,Emmanuel La balle,,Emmanuel La balle
n1792,Martin Bro bard,,Martin Bro bard
n1793,Virginie Ollier,,Virginie Ollier
n1794,Mohammed Nabil El Korso,,Mohammed Nabil El Korso
n1795,Remy Boyer,,Remy Boyer
n1796,Pascal Larzabal,,Pascal Larzabal
n1797,Pedro Marinho R. de Oliveira,,Pedro Marinho R. de Oliveira
n1798,Carlos Alexandre Rolim Fernandes,,Carlos Alexandre Rolim Fernandes
n1799,Gerard Favier,,Gerard Favier
n1800,Maria S. Greco,,Maria S. Greco
n1801,Ya bine Zniyed,,Ya bine Zniyed
n1802,Andre L. F. de Almeida,,Andre L. F. de Almeida
n1803,Abdelhak Boudehane,,Abdelhak Boudehane
n1804,Arthur Tenenhaus,,Arthur Tenenhaus
n1805,Laurent Le Brusquet,,Laurent Le Brusquet
n1806,Sebastian Miron,,Sebastian Miron
n1807,David Brie,,David Brie
n1808,Gia-Thuy Pham,,Gia-Thuy Pham
n1809,Marius Pesavento,,Marius Pesavento
n1810,Stefan J. Wijnholds,,Stefan J. Wijnholds
n1811,Andre Ferrari,,Andre Ferrari
n1812,Me baoud Thameri,,Me baoud Thameri
n1813,Karim Abed-Meraim,,Karim Abed-Meraim
n1814,Foroohar Foroozan,,Foroohar Foroozan
n1815,Amir Asif,,Amir Asif
n1816,A. Ferrari,,A. Ferrari
n1817,Guillaume Bouleux,,Guillaume Bouleux
n1818,Behtash Babadi,,Behtash Babadi
n1819,Nicholas Kalouptsidis,,Nicholas Kalouptsidis
n1820,Vahid Tarokh,,Vahid Tarokh
n1821,Jose Henrique de Morais Goulart,,Jose Henrique de Morais Goulart
n1822,Maxime Boizard,,Maxime Boizard
n1823,Pierre Comon,,Pierre Comon
n1824,Bernard Henri Fleury,,Bernard Henri Fleury
n1825,Stephanie Bernhardt,,Stephanie Bernhardt
n1826,Sylvie Marcos,,Sylvie Marcos
n1827,Romain Couillet,,Romain Couillet
n1828,Martin Haardt,,Martin Haardt
n1829,Roland Badeau,,Roland Badeau
n1830,Sofiane Braci,,Sofiane Braci
n1831,Claude Delpha,,Claude Delpha
n1832,Santi P. Maity,,Santi P. Maity
n1833,Alexandre Renaux,,Alexandre Renaux
n1834,Abdelkader Miraoui,,Abdelkader Miraoui
n1835,Laurent Jacques,,Laurent Jacques
n1836,Christophe De Vleeschouwer,,Christophe De Vleeschouwer
n1837,Yannick Boursier,,Yannick Boursier
n1838,Prasad Sudhakar,,Prasad Sudhakar
n1839,C. De Mol,,C. De Mol
n1840,Aleksandra Pizurica,,Aleksandra Pizurica
n1841,Sandrine Anthoine,,Sandrine Anthoine
n1842,Pierre Vandergheynst,,Pierre Vandergheynst
n1843,Pascal Fro bard,,Pascal Fro bard
n1844,Cagdas Bilen,,Cagdas Bilen
n1845,Srdan Kitic,,Srdan Kitic
n1846,Nancy Bertin,,Nancy Bertin
n1847,Remi Gribonval,,Remi Gribonval
n1848,Nicolas Boumal,,Nicolas Boumal
n1849,Bamdev Mishra,,Bamdev Mishra
n1850,Pierre-Antoine Absil,,Pierre-Antoine Absil
n1851,Rodolphe Sepulchre,,Rodolphe Sepulchre
n1852,Shaun Bundervoet,,Shaun Bundervoet
n1853,Colas Schretter,,Colas Schretter
n1854,Ann Dooms,,Ann Dooms
n1855,Peter Schelkens,,Peter Schelkens
n1856,Olivier Chabiron,,Olivier Chabiron
n1857,Francois Malgouyres,,Francois Malgouyres
n1858,Jean-Yves Tourneret,,Jean-Yves Tourneret
n1859,Nicolas Dobigeon,,Nicolas Dobigeon
n1860,Pierre Chainais,,Pierre Chainais
n1861,Cedric Richard,,Cedric Richard
n1862,Bruno Cornelis,,Bruno Cornelis
n1863,Ingrid Daubechies,,Ingrid Daubechies
n1864,David B. Dunson,,David B. Dunson
n1865,Marie Dankova,,Marie Dankova
n1866,Pavel Rajmic,,Pavel Rajmic
n1867,Kevin Degraux,,Kevin Degraux
n1868,Valerio Cambareri,,Valerio Cambareri
n1869,Bert Geelen,,Bert Geelen
n1870,Gauthier Lafruit,,Gauthier Lafruit
n1871,Gianluca Setti,,Gianluca Setti
n1872,Jean-Francois Determe,,Jean-Francois Determe
n1873,Jerome Louveaux,,Jerome Louveaux
n1874,Francois Horlin,,Francois Horlin
n1875,Angelique Dremeau,,Angelique Dremeau
n1876,Patrick Heas,,Patrick Heas
n1877,Cedric Herzet,,Cedric Herzet
n1878,Vincent Duval,,Vincent Duval
n1879,Gabriel Peyre,,Gabriel Peyre
n1880,Alhu bein Fawzi,,Alhu bein Fawzi
n1881,Mike E. Davies,,Mike E. Davies
n1882,Nicolas Gillis,,Nicolas Gillis
n1883,Stephen A. Vavasis,,Stephen A. Vavasis
n1884,Charles Sou ben,,Charles Sou ben
n1885,Luc Le Magoarou,,Luc Le Magoarou
n1886,Jingwei Liang,,Jingwei Liang
n1887,Jalal Fadili,,Jalal Fadili
n1888,Antoine Liutkus,,Antoine Liutkus
n1889,David Martina,,David Martina
n1890,Sylvain Gigan,,Sylvain Gigan
n1891,Laurent Daudet,,Laurent Daudet
n1892,Mauro Maggioni,,Mauro Maggioni
n1893,Stanislav Minsker,,Stanislav Minsker
n1894,Nate Strawn,,Nate Strawn
n1895,C. Mory,,C. Mory
n1896,Fred Maurice Ngole Mboula,,Fred Maurice Ngole Mboula
n1897,Jean-Luc Starck,,Jean-Luc Starck
n1898,Ignace Loris,,Ignace Loris
n1899,Samuel Vaiter,,Samuel Vaiter
n1900,Mohammad Golbabaee,,Mohammad Golbabaee
n1901,Dejan Vukobratovic,,Dejan Vukobratovic
n1902,Maxime Vono,,Maxime Vono
n1903,Javier R. Goicoechea,,Javier R. Goicoechea
n1904,Pierre Gratier,,Pierre Gratier
n1905,Viviana V. Guzman,,Viviana V. Guzman
n1906,Annie Hughes,,Annie Hughes
n1907,Jouni Kainulainen,,Jouni Kainulainen
n1908,David Languignon,,David Languignon
n1909,Jacques Le Bourlot,,Jacques Le Bourlot
n1910,Fracois Levrier,,Fracois Levrier
n1911,Harvey S. Listz,,Harvey S. Listz
n1912,Karin I. Oberg,,Karin I. Oberg
n1913,Emeric Bron,,Emeric Bron
n1914,Jan H. Orkisz,,Jan H. Orkisz
n1915,Nicolas Peretto,,Nicolas Peretto
n1916,Jerome Pety,,Jerome Pety
n1917,Antoine Roueff,,Antoine Roueff
n1918,evelyne Roueff,,evelyne Roueff
n1919,Albrecht Sievers,,Albrecht Sievers
n1920,Victor de Souza Magalhaes,,Victor de Souza Magalhaes
n1921,Pascal Tremblin,,Pascal Tremblin
n1922,Franck Le Petit,,Franck Le Petit
n1923,Sebastien Bardeau,,Sebastien Bardeau
n1924,Sebastien Bourguignon,,Sebastien Bourguignon
n1925,Jocelyn Chanu bot,,Jocelyn Chanu bot
n1926,Mathilde Gaudel,,Mathilde Gaudel
n1927,Maryvonne Gerin,,Maryvonne Gerin
n1928,Pierre Pfennig,,Pierre Pfennig
n1929,Aymeric Leray,,Aymeric Leray
n1930,Ayoub Belhadji,,Ayoub Belhadji
n1931,Remi Bardenet,,Remi Bardenet
n1932,Julien Flamant,,Julien Flamant
n1933,Nicolas Le Bihan,,Nicolas Le Bihan
n1934,Hong Phuong Dang,,Hong Phuong Dang
n1935,Clement Elvira,,Clement Elvira
n1936,eric Cha bande-Mottin,,eric Cha bande-Mottin
n1937,Fangchen Feng,,Fangchen Feng
n1938,Sylvain Rou beau,,Sylvain Rou beau
n1939,Christelle Garnier,,Christelle Garnier
n1940,Emilie Koenig,,Emilie Koenig
n1941,Hong-Phuong Dang,,Hong-Phuong Dang
n1942,A. Leray,,A. Leray
n1943,Patrice Abry,,Patrice Abry
n1944,Jean-Francois Pinton,,Jean-Francois Pinton
n1945,Veronique Delouille,,Veronique Delouille
n1946,Jean-Francois Hochedez,,Jean-Francois Hochedez
n1947,Zahra Hamou Mamar,,Zahra Hamou Mamar
n1948,Alex Au bem,,Alex Au bem
n1949,John Klein,,John Klein
n1950,Mahmoud Albardan,,Mahmoud Albardan
n1951,Benjamin Guedj,,Benjamin Guedj
n1952,Olivier Colot,,Olivier Colot
n1953,Sebastien Destercke,,Sebastien Destercke
n1954,Cyrille Feudjio,,Cyrille Feudjio
n1955,Alain Tiedeu,,Alain Tiedeu
n1956,Andre Bigand,,Andre Bigand
n1957,Mehena Loudahi,,Mehena Loudahi
n1958,Nasr Makni,,Nasr Makni
n1959,Nacim Betrouni,,Nacim Betrouni
n1960,Hedi Tabia,,Hedi Tabia
n1961,Philippe A. Puech,,Philippe A. Puech
n1962,Renaud Lopes,,Renaud Lopes
n1963,Anne-Sophie Dewalle,,Anne-Sophie Dewalle
n1964,Ilaitsivery J. Madiomanana,,Ilaitsivery J. Madiomanana
n1965,Samy Tehami,,Samy Tehami
n1966,Anne-Sophie Capelle-Laize,,Anne-Sophie Capelle-Laize
n1967,Christine Fernandez-Maloigne,,Christine Fernandez-Maloigne
n1968,Melanie Croquet,,Melanie Croquet
n1969,Jonathan Bauweraerts,,Jonathan Bauweraerts
n1970,Karin Comble,,Karin Comble
n1971,Said Lakroum,,Said Lakroum
n1972,Vincent Devlaminck,,Vincent Devlaminck
n1973,Patrick Terrier,,Patrick Terrier
n1974,Philippe Biela Enberg,,Philippe Biela Enberg
n1975,Georges Palos,,Georges Palos
n1976,Maximilien Vermandel,,Maximilien Vermandel
n1977,David Pasquier,,David Pasquier
n1978,Jean Rou beau,,Jean Rou beau
n1979,Jean-Paul Dubus,,Jean-Paul Dubus
n1980,L. Lelaurin,,L. Lelaurin
n1981,A. Yacoubi,,A. Yacoubi
n1982,Razvigor O bikovski,,Razvigor O bikovski
n1983,Jean Michel Charbois,,Jean Michel Charbois
n1984,Jean-Michel Charbois,,Jean-Michel Charbois
n1985,Emmanuel Delande,,Emmanuel Delande
n1986,Dominique Heurguier,,Dominique Heurguier
n1987,Marcos Eduardo Gomes Borges,,Marcos Eduardo Gomes Borges
n1988,Dominique Maltese,,Dominique Maltese
n1989,Hachem Kadri,,Hachem Kadri
n1990,Stephane Canu,,Stephane Canu
n1991,Alain Rakotomamonjy,,Alain Rakotomamonjy
n1992,Julien Audiffren,,Julien Audiffren
n1993,Genevieve Sella,,Genevieve Sella
n1994,M. Oulad Ameziane,,M. Oulad Ameziane
n1995,Yves Delignon,,Yves Delignon
n1996,Francois Septier,,Francois Septier
n1997,Nouha Jaoua,,Nouha Jaoua
n1998,Donnay-Fleury Nahimana,,Donnay-Fleury Nahimana
n1999,Nicolas Viandier,,Nicolas Viandier
n2000,Asma Rabaoui,,Asma Rabaoui
n2001,Saiedeh Navabzadeh Razavi,,Saiedeh Navabzadeh Razavi
n2002,Carl T. Haas,,Carl T. Haas
n2003,Manuel Davy,,Manuel Davy
n2004,Marie De Vilmorin,,Marie De Vilmorin
n2005,Thomas Brehard,,Thomas Brehard
n2006,Pierre-Arnaud Coquelin,,Pierre-Arnaud Coquelin
n2007,"Branko Ristic  ",,"Branko Ristic  "
n2008,Arnaud Doucet,,Arnaud Doucet
n2009,Kenko Ohta,,Kenko Ohta
n2010,Masuzo Yanagida,,Masuzo Yanagida
n2011,Marie de Vilmorin,,Marie de Vilmorin
n2012,Branko Ristic,,Branko Ristic
n2013,Kenko Ota,,Kenko Ota
n2014,Nicolas Navarro,,Nicolas Navarro
n2015,Olivier Langlois,,Olivier Langlois
n2016,Marius Iordache,,Marius Iordache
n2017,Jongchul Song,,Jongchul Song
n2018,Carlos H. Caldas,,Carlos H. Caldas
n2019,Delphine Potin,,Delphine Potin
n2020,Stephane Perrin,,Stephane Perrin
n2021,Alain Bibaut,,Alain Bibaut
n2022,Jean - Philippe Ca bar,,Jean - Philippe Ca bar
n2023,Corinne Bos,,Corinne Bos
n2024,Bernard Botella,,Bernard Botella
n2025,Marcos Eduardo Gomes-Borges,,Marcos Eduardo Gomes-Borges
n2026,SeyedBijan Mahbaz,,SeyedBijan Mahbaz
n2027,Maurice B Du beault,,Maurice B Du beault
n2028,Giovanni Cascante,,Giovanni Cascante
n2029,Franois Caron,,Franois Caron
n2030,Andreas Westfeld,,Andreas Westfeld
n2031,Gwenael Doerr,,Gwenael Doerr
n2032,Jarmo Hurri,,Jarmo Hurri
n2033,Alejandro LoboGuerrero,,Alejandro LoboGuerrero
n2034,Joel Lienard,,Joel Lienard
n2035,Benoit Roue,,Benoit Roue
n2036,Jean-Marc Cha bery,,Jean-Marc Cha bery
n2037,Tomas Pevny,,Tomas Pevny
n2038,Je bica Fridrich,,Je bica Fridrich
n2039,Romain Herault,,Romain Herault
n2040,Dominic Orth,,Dominic Orth
n2041,Ludovic Seifert,,Ludovic Seifert
n2042,Jeremie Boulanger,,Jeremie Boulanger
n2043,John Aldo Lee,,John Aldo Lee
n2044,Salem Said,,Salem Said
n2045,Jonathan H. Manton,,Jonathan H. Manton
n2046,Jean-Francois Coeurjolly,,Jean-Francois Coeurjolly
n2047,Vincent Ro betto,,Vincent Ro betto
n2048,Keith Davids,,Keith Davids
n2049,Stefan Catheline,,Stefan Catheline
n2050,Vladislavs Dovgalecs,,Vladislavs Dovgalecs
n2051,Jean Francois Coeurjolly,,Jean Francois Coeurjolly
n2052,Bruno Mantel,,Bruno Mantel
n2053,Matt Dicks,,Matt Dicks
n2054,Mickael Campo,,Mickael Campo
n2055,Guillaume Martinent,,Guillaume Martinent
n2056,Julien Pellet,,Julien Pellet
n2057,Benoit Louvet,,Benoit Louvet
n2058,Michel Nicolas,,Michel Nicolas
n2059,Leo Wattebled,,Leo Wattebled
n2060,Maxime L 'Hermette,,Maxime L 'Hermette
n2061,John D. McGregor,,John D. McGregor
n2062,Gary J. Chastek,,Gary J. Chastek
n2063,Sholom Cohen,,Sholom Cohen
n2064,Rick Kazman,,Rick Kazman
n2065,Pat Klein,,Pat Klein
n2066,Pierre-Antoine Thouvenin,,Pierre-Antoine Thouvenin
n2067,Audrey Repetti,,Audrey Repetti
n2068,Arwa Dabbech,,Arwa Dabbech
n2069,Yves Wiaux,,Yves Wiaux
n2070,Guillaume Gautier,,Guillaume Gautier
n2071,Michal Valko,,Michal Valko
n2072,Adrien Hardy,,Adrien Hardy
n2073,Christopher C. Holmes,,Christopher C. Holmes
n2074,Ro b Johnstone,,Ro b Johnstone
n2075,David Gavaghan,,David Gavaghan
n2076,Liudmila Polonchuk,,Liudmila Polonchuk
n2077,Mark Davies,,Mark Davies
n2078,Gary R. Mirams,,Gary R. Mirams
n2079,Bernhard Knapp,,Bernhard Knapp
n2080,Miguel O. Bernabeu,,Miguel O. Bernabeu
n2081,Rafel Bordas,,Rafel Bordas
n2082,Maria Bruna,,Maria Bruna
n2083,Ben Calderhead,,Ben Calderhead
n2084,Jonathan Cooper,,Jonathan Cooper
n2085,Alexander G. Fletcher,,Alexander G. Fletcher
n2086,Derek Groen,,Derek Groen
n2087,Bram Kuijper,,Bram Kuijper
n2088,Joanna Lewis,,Joanna Lewis
n2089,Greg J. McInerny,,Greg J. McInerny
n2090,Timo Min ben,,Timo Min ben
n2091,James M. Osborne,,James M. Osborne
n2092,Verena Paulitschke,,Verena Paulitschke
n2093,Joe Pitt-Francis,,Joe Pitt-Francis
n2094,Jelena Todoric,,Jelena Todoric
n2095,Christian A. Yates,,Christian A. Yates
n2096,Charlotte M. Deane,,Charlotte M. Deane
n2097,Michalis K. Titsias,,Michalis K. Titsias
n2098,Matyas Brendel,,Matyas Brendel
n2099,Balazs Kegl,,Balazs Kegl
n2100,Michele Sebag,,Michele Sebag
n2101,Olivier Cappe,,Olivier Cappe
n2102,Gersende Fort,,Gersende Fort
n2103,James Bergstra,,James Bergstra
n2104,Yoshua Bengio,,Yoshua Bengio
n2105,Odalric-Ambrym Maillard,,Odalric-Ambrym Maillard
n2106,Frederic Lavancier,,Frederic Lavancier
n2107,Xavier Mary,,Xavier Mary
n2108,Aurelien Va beur,,Aurelien Va beur
n2109,Jochen Kursawe,,Jochen Kursawe
n2110,Jeremiah J. Zartman,,Jeremiah J. Zartman
n2111,Ruth E. Baker,,Ruth E. Baker
n2112,Ro b H Johnstone,,Ro b H Johnstone
n2113,David J Gavaghan,,David J Gavaghan
n2114,Gary R Mirams,,Gary R Mirams
n2115,Teun de Boer,,Teun de Boer
n2116,Gary Mirams,,Gary Mirams
n2117,Tanguy Levent,,Tanguy Levent
n2118,Erwan Le Pennec,,Erwan Le Pennec
n2119,Jordi Badosa,,Jordi Badosa
n2120,Gonzague Henri,,Gonzague Henri
n2121,Yvan Bonna bieux,,Yvan Bonna bieux
n2122,Yannis Flet-Berliac,,Yannis Flet-Berliac
n2123,Mathieu Seurin,,Mathieu Seurin
n2124,Olivier Pietquin,,Olivier Pietquin
n2125,Benjamin Danglot,,Benjamin Danglot
n2126,Martin Monperrus,,Martin Monperrus
n2127,Florian Strub,,Florian Strub
n2128,Ethan Perez,,Ethan Perez
n2129,Harm de Vries,,Harm de Vries
n2130,Jeremie Mary,,Jeremie Mary
n2131,Aaron C. Courville,,Aaron C. Courville
n2132,Kiewan Villatel,,Kiewan Villatel
n2133,Elena Smirnova,,Elena Smirnova
n2134,Vincenzo Musco,,Vincenzo Musco
n2135,Georgios Papoudakis,,Georgios Papoudakis
n2136,Cricia Z. Felicio,,Cricia Z. Felicio
n2137,Kleri bon V. R. Paixao,,Kleri bon V. R. Paixao
n2138,Celia A. Zorzo Barcelos,,Celia A. Zorzo Barcelos
n2139,"Guilherme Alves  ",,"Guilherme Alves  "
n2140,Sandra de Amo,,Sandra de Amo
n2141,Azadeh Khaleghi,,Azadeh Khaleghi
n2142,Daniil Ryabko,,Daniil Ryabko
n2143,Frederic Guillou,,Frederic Guillou
n2144,Romaric Gaudel,,Romaric Gaudel
n2145,Antonin Carette,,Antonin Carette
n2146,Celia A. Z. Barcelos,,Celia A. Z. Barcelos
n2147,Remi Munos,,Remi Munos
n2148,Sertan Girgin,,Sertan Girgin
n2149,Manuel Loth,,Manuel Loth
n2150,Boris Balda bari,,Boris Balda bari
n2151,Raphael Duboz,,Raphael Duboz
n2152,eric Ramat,,eric Ramat
n2153,Denis Robilliard,,Denis Robilliard
n2154,Samuel Delepoulle,,Samuel Delepoulle
n2155,Jean-Claude Darcheville,,Jean-Claude Darcheville
n2156,"Samuel Delepoulle ",,"Samuel Delepoulle "
n2157,Christophe Renaud,,Christophe Renaud
n2158,Alexander Luedtke,,Alexander Luedtke
n2159,Emilie Kaufmann,,Emilie Kaufmann
n2160,Antoine Chambaz,,Antoine Chambaz
n2161,Xuedong Shang,,Xuedong Shang
n2162,Abbas Mehrabian,,Abbas Mehrabian
n2163,Lilian Be bon,,Lilian Be bon
n2164,Maryam Aziz,,Maryam Aziz
n2165,Marie-Karelle Riviere,,Marie-Karelle Riviere
n2166,Rianne de Heide,,Rianne de Heide
n2167,Pierre Menard,,Pierre Menard
n2168,Cindy Trinh,,Cindy Trinh
n2169,Claire Vernade,,Claire Vernade
n2170,Richard Combes,,Richard Combes
n2171,Thomas Bonald,,Thomas Bonald
n2172,Marc Lelarge,,Marc Lelarge
n2173,Je be Anderton,,Je be Anderton
n2174,Javed A. Aslam,,Javed A. Aslam
n2175,Pratik Gajane,,Pratik Gajane
n2176,Tanguy Urvoy,,Tanguy Urvoy
n2177,Wouter M. Koolen,,Wouter M. Koolen
n2178,Aurelien Garivier,,Aurelien Garivier
n2179,Christophe Moy,,Christophe Moy
n2180,Remi Bonnefoi,,Remi Bonnefoi
n2181,Jacques Palicot,,Jacques Palicot
n2182,Tor Lattimore,,Tor Lattimore
n2183,Alex Luedtke,,Alex Luedtke
n2184,Nathaniel Korda,,Nathaniel Korda
n2185,Clemence Reda,,Clemence Reda
n2186,Andree Delahaye-Duriez,,Andree Delahaye-Duriez
n2187,Edouard Leurent,,Edouard Leurent
n2188,Denis Efimov,,Denis Efimov
n2189,Mahsa Asadi,,Mahsa Asadi
n2190,Mohammad Sadegh Talebi,,Mohammad Sadegh Talebi
n2191,Hippolyte Bourel,,Hippolyte Bourel
n2192,Nicolas Carrara,,Nicolas Carrara
n2193,Romain Laroche,,Romain Laroche
n2194,Ronald Ortner,,Ronald Ortner
n2195,Matteo Pirotta,,Matteo Pirotta
n2196,Ale bandro Lazaric,,Ale bandro Lazaric
n2197,Ronan Fruit,,Ronan Fruit
n2198,Yann Blanco,,Yann Blanco
n2199,Subhojyoti Mukherjee,,Subhojyoti Mukherjee
n2200,Audrey Durand,,Audrey Durand
n2201,Joelle Pineau,,Joelle Pineau
n2202,Robin Allesiardo,,Robin Allesiardo
n2203,Raphael Feraud,,Raphael Feraud
n2204,Jaouad Mourtada,,Jaouad Mourtada
n2205,Borja Balle,,Borja Balle
n2206,Akram Erraqabi,,Akram Erraqabi
n2207,Alexandra Carpentier,,Alexandra Carpentier
n2208,Aditya Gopalan,,Aditya Gopalan
n2209,Mohammadi Zaki,,Mohammadi Zaki
n2210,Shie Mannor,,Shie Mannor
n2211,Timothy A. Mann,,Timothy A. Mann
n2212,Akram Baransi,,Akram Baransi
n2213,Nicolas Vayatis,,Nicolas Vayatis
n2214,Gilles Stoltz,,Gilles Stoltz
n2215,Jill-J enn Vie,,Jill-J enn Vie
n2216,Hisashi Kashima,,Hisashi Kashima
n2217,Benoit Choffin,,Benoit Choffin
n2218,Fabrice Popineau,,Fabrice Popineau
n2219,Yolaine Bourda,,Yolaine Bourda
n2220,Eric Bruillard,,Eric Bruillard
n2221,Sein Minn,,Sein Minn
n2222,"Yi Yu  ",,"Yi Yu  "
n2223,Michel C. Desmarais,,Michel C. Desmarais
n2224,"Feida Zhu  ",,"Feida Zhu  "
n2225,Florian Yger,,Florian Yger
n2226,Ryan Lahfa,,Ryan Lahfa
n2227,Basile Clement,,Basile Clement
n2228,Kevin Cocchi,,Kevin Cocchi
n2229,Thomas Chalumeau,,Thomas Chalumeau
n2230,Francoise Tort,,Francoise Tort
n2231,Benjamin Marteau,,Benjamin Marteau
n2232,Nathalie Denos,,Nathalie Denos
n2233,Jean-Bastien Grill,,Jean-Bastien Grill
n2234,Michel Abdalla,,Michel Abdalla
n2235,eric Bruillard,,eric Bruillard
n2236,Luc Courtrai,,Luc Courtrai
n2237,Jean-Francois Roos,,Jean-Francois Roos
n2238,Jean-Marc Geib,,Jean-Marc Geib
n2239,Jean-Francois Mehaut,,Jean-Francois Mehaut
n2240,Jean-Noel Colin,,Jean-Noel Colin
n2241,Gaetan Libert,,Gaetan Libert
n2242,Raymond Namyst,,Raymond Namyst
n2243,Nathalie Bricon-Souf,,Nathalie Bricon-Souf
n2244,Jean-Pierre Briot,,Jean-Pierre Briot
n2245,Akinori Yonezawa,,Akinori Yonezawa
n2246,Bruce Hendrickson,,Bruce Hendrickson
n2247,Pierre Manneback,,Pierre Manneback
n2248,Jean Roman,,Jean Roman
n2249,Patrick Te bier,,Patrick Te bier
n2250,Francois Terrier,,Francois Terrier
n2251,Olivier Caron,,Olivier Caron
n2252,Emmanuel Renaux,,Emmanuel Renaux
n2253,Stephane Bonnet,,Stephane Bonnet
n2254,Olivier Potonniee,,Olivier Potonniee
n2255,Sylvain Leblanc,,Sylvain Leblanc
n2256,Djemai Kebbal,,Djemai Kebbal
n2257,Gaetan Scotto di Apollonia,,Gaetan Scotto di Apollonia
n2258,Z. Hafidi,,Z. Hafidi
n2259,Chrystel Grenot,,Chrystel Grenot
n2260,Bernard Carre,,Bernard Carre
n2261,Zouhir Hafidi,,Zouhir Hafidi
n2262,Matthieu Allon,,Matthieu Allon
n2263,Alexis Muller,,Alexis Muller
n2264,Salim Bouzitouna,,Salim Bouzitouna
n2265,Antoine Beugnard,,Antoine Beugnard
n2266,Jean-Philippe Thibault,,Jean-Philippe Thibault
n2267,Bruno Traverson,,Bruno Traverson
n2268,Patrice Rougier,,Patrice Rougier
n2269,Patrick R. Benusiglio,,Patrick R. Benusiglio
n2270,Vincent Cordonnier,,Vincent Cordonnier
n2271,Georges Grimonprez,,Georges Grimonprez
n2272,Olivier Zendra,,Olivier Zendra
n2273,Amedeo Napoli,,Amedeo Napoli
